Sr.No.,Locality,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
2012,Bailey Road,-83.14149668,9.792097872,64.39252342,4G,-79.98979315,-89.74927348,-84.56234569
2013,Boring Canal Road,-90.18781985,2.785838014,198.3227283,LTE,-89.1417102,-97.66246745,-89.09656574
2014,Anisabad,-87.04739149,9.122977177,86.64994432,4G,-90.64331585,-93.94970129,-89.7801609
2015,Anandpuri,-84.91833582,2.056721387,189.0690524,LTE,-89.3271411,-92.97302536,-82.86857066
2016,S.K. Puri,-92.08513708,3.770641147,94.12007222,4G,-96.0260567,-101.8059391,-91.4955298
2017,Bankipore,-90.63158582,6.315233911,66.64660569,4G,-90.58616709,-98.23629936,-91.71502707
2018,Fraser Road,-82.71985267,1.923637063,102.7686208,LTE,-87.08813898,-87.83994115,-83.246388
2019,Kidwaipuri,-94.03162019,21.87308451,14.05338509,5G,-89.79024342,-99.13327715,-96.02942927
2020,Ashok Rajpath,-86.9587556,1.660486247,162.897717,LTE,-87.48997254,-96.45210909,-84.58660209
2021,Boring Canal Road,-92.24610482,4.322499661,78.39281943,4G,-96.31141204,-98.56726583,-90.65188722
2022,Boring Road,-86.56929296,1.027936904,100.6074434,LTE,-90.0296266,-94.09300736,-86.14945071
2023,Bankipore,-92.8682157,87.74031617,41.05034757,5G,-93.57249705,-99.71556779,-95.58213934
2024,Anandpuri,-76.50138168,2.861151806,154.4146332,LTE,-78.72473251,-83.11342752,-76.63819203
2025,Rajendra Nagar,-89.62691509,8.202053132,69.66579766,4G,-88.79500856,-99.00698118,-90.70980207
2026,Patliputra Colony,-92.27812901,2.654338245,192.1734914,LTE,-95.12222555,-99.96465528,-92.55121986
2027,Exhibition Road,-98.63256379,2.182135025,132.3325543,LTE,-97.26440979,-107.6193782,-97.08643031
2028,Boring Canal Road,-93.00581371,2.985593035,157.3621342,LTE,-91.30982358,-99.73993187,-94.66960393
2029,Patliputra Colony,-95.02060392,86.95614074,32.86276031,5G,-93.72479425,-101.0854866,-97.28727128
2030,Boring Road,-85.96365017,39.56965687,14.71107674,5G,-81.12818472,-94.70651811,-83.89583125
2031,Boring Canal Road,-84.60256084,6.310819542,57.60985713,4G,-87.5932631,-94.47241323,-85.61073864
2032,Bankipore,-103.3216035,32.63285187,37.80010523,5G,-98.66920567,-108.9747263,-105.8005911
2033,Bankipore,-85.2210202,2.77572491,165.7960163,LTE,-87.89800239,-94.01913379,-84.4305606
2034,Patliputra Colony,-95.32314521,85.63116328,47.99314547,5G,-99.64479393,-102.8791087,-94.20460991
2035,Kidwaipuri,-86.48123575,3.275674863,98.62355551,4G,-83.22158076,-95.17735117,-86.9677644
2036,Gandhi Maidan,-96.2253494,8.526861526,88.14863712,4G,-99.35382145,-104.1489885,-94.13220238
2037,S.K. Puri,-98.46731023,6.720079023,69.49418027,4G,-96.64077664,-104.5582148,-96.61575575
2038,Rajendra Nagar,-94.9265388,53.30459508,38.77963913,5G,-93.2406599,-99.96726691,-95.8148226
2039,Boring Road,-83.84206703,5.841609561,76.97396824,4G,-80.12764021,-89.5215503,-82.20679255
2040,Exhibition Road,-102.7924001,37.94994539,48.6959415,5G,-99.74087459,-110.6716879,-103.1076741
2041,S.K. Puri,-92.22801284,21.58979014,20.47031029,5G,-90.33577153,-98.21080897,-90.13949056
2042,Boring Road,-91.87130781,1.070565978,173.27906,LTE,-93.01191233,-100.8231588,-94.56147907
2043,Danapur,-87.21532289,1.14345214,181.0333202,LTE,-85.02984219,-92.33574681,-88.36020665
2044,Bankipore,-86.66574463,1.978065714,180.65317,LTE,-91.15702813,-94.96301023,-87.26023471
2045,Pataliputra,-90.33376744,4.739409205,73.77614278,4G,-90.12200956,-96.6805455,-87.65781427
2046,Kidwaipuri,-95.61127698,63.19727505,23.70064219,5G,-95.71741408,-100.9157385,-98.46771797
2047,Kidwaipuri,-91.48934763,1.161729408,170.4286995,LTE,-95.41819645,-99.87390878,-91.15924076
2048,Boring Canal Road,-92.66948134,2.930839093,155.9851691,LTE,-89.53661231,-98.80698919,-91.70453052
2049,Gardanibagh,-88.41692834,4.712861298,56.62145384,4G,-90.8371207,-96.30751346,-88.26406797
2050,Kumhrar,-89.40126023,2.899859395,101.9818242,LTE,-92.03436462,-94.55399044,-87.11134375
2051,Phulwari Sharif,-93.54986493,20.83264917,11.26727193,5G,-89.81327462,-100.3252166,-92.67125214
2052,Gandhi Maidan,-89.54201784,9.429340629,66.4473169,4G,-87.04067658,-94.90876298,-91.77171611
2053,Gardanibagh,-88.64688928,4.902505141,81.06045558,4G,-86.05738174,-98.17319384,-87.64512356
2054,Kidwaipuri,-89.6098283,2.748143372,114.3398883,LTE,-91.63268496,-95.35684709,-92.10722661
2055,Ashok Rajpath,-86.01617795,38.22467174,30.0910034,5G,-85.19011297,-92.96377916,-86.25461358
2056,Bankipore,-89.80579173,2.531141288,156.4059949,LTE,-88.24637223,-96.82885979,-92.45241915
2057,Boring Road,-101.8185994,30.95251123,46.63156598,5G,-103.6886219,-106.8274171,-100.2146498
2058,S.K. Puri,-87.68775488,9.129729082,75.77702803,4G,-82.79635737,-96.1946571,-87.74094917
2059,S.K. Puri,-94.46095453,5.073886734,56.36377588,4G,-95.44670789,-102.9199429,-91.70024429
2060,Gandhi Maidan,-86.53801328,4.601948197,50.10890539,4G,-86.43901733,-92.710259,-88.78727875
2061,Anandpuri,-87.47116396,2.458042832,154.4854236,LTE,-88.08814298,-95.08349216,-86.02224455
2062,Kidwaipuri,-82.90793276,1.23331197,116.9241871,LTE,-82.08056042,-88.90450486,-85.75199913
2063,Kumhrar,-86.77732218,3.461254072,62.54015735,4G,-84.55803472,-92.05021507,-86.52663644
2064,Kumhrar,-86.11708338,9.950358653,85.73371105,4G,-83.19676926,-92.54215098,-85.39359265
2065,Boring Canal Road,-88.0432863,7.278197953,65.67406419,4G,-92.88366899,-95.88881315,-89.2026836
2066,Gardanibagh,-91.25186805,81.8982836,49.73569211,5G,-88.14754953,-97.93900591,-91.99457241
2067,S.K. Puri,-87.76573168,2.303041962,185.3597795,LTE,-89.39509899,-94.97446676,-87.30860172
2068,Rajendra Nagar,-91.46177306,2.481130455,134.8315552,LTE,-92.10082914,-97.50345038,-94.04155574
2069,Ashok Rajpath,-91.65044925,1.487810182,110.0674008,LTE,-88.55096726,-96.72731719,-90.69778114
2070,Kidwaipuri,-94.70619778,24.96079225,36.23093507,5G,-96.43619256,-104.4738504,-97.23430987
2071,Kankarbagh,-90.30636172,28.75003699,27.1680005,5G,-88.28349835,-96.45984614,-91.97491145
2072,Gardanibagh,-84.78650292,4.076854387,77.409323,4G,-82.02058884,-94.61219484,-87.53738271
2073,Gandhi Maidan,-88.37854783,5.070395439,93.7366812,4G,-86.97571804,-97.85762459,-85.74387105
2074,Kumhrar,-88.17523831,1.588911387,177.791922,LTE,-92.20884497,-95.91839555,-87.62691605
2075,Fraser Road,-92.00629968,2.829053239,186.3195542,LTE,-93.77253761,-100.3665956,-90.32645538
2076,Rajendra Nagar,-102.9659324,21.59714781,22.29414561,5G,-100.0212149,-108.550352,-103.4797524
2077,Phulwari Sharif,-89.76651792,1.864988627,188.1458618,LTE,-90.12160698,-98.07481461,-86.96645016
2078,Danapur,-94.7036195,2.340101922,138.7331095,LTE,-93.02587135,-100.3242381,-95.22710544
2079,Bankipore,-97.31836997,56.03591763,48.14588425,5G,-99.10514553,-107.1321468,-99.49000145
2080,Pataliputra,-98.05692861,72.38006543,14.99214478,5G,-98.77869913,-105.4544589,-96.70522715
2081,Anisabad,-93.39073947,9.786674078,63.00981762,4G,-90.71505257,-101.2001854,-93.83370053
2082,Patliputra Colony,-88.6429422,1.902670246,182.0282747,LTE,-91.27567777,-97.44706533,-88.23962165
2083,S.K. Puri,-86.86776055,3.224524265,56.73094883,4G,-84.30801647,-96.29581434,-85.76519431
2084,Kumhrar,-93.5995154,2.546717394,158.1761597,LTE,-94.223155,-102.6932775,-93.03332254
2085,S.K. Puri,-92.25318449,2.72051246,189.1864025,LTE,-89.06515205,-97.99444094,-92.24300972
2086,Fraser Road,-87.49868839,2.182480598,138.8677657,LTE,-90.70175955,-92.83656976,-85.98755471
2087,Exhibition Road,-90.29808718,6.578302741,71.99758941,4G,-88.7255748,-100.1697071,-87.98809653
2088,Phulwari Sharif,-92.1489084,2.893551606,169.9111534,LTE,-88.7480975,-99.43211772,-89.63881593
2089,Boring Road,-94.72941743,7.435098823,66.21256953,4G,-91.13927262,-103.0115293,-96.00841407
2090,Ashok Rajpath,-104.0786842,33.49754554,43.73004005,5G,-101.9052417,-110.7516249,-105.5256598
2091,Boring Road,-92.09140286,31.97508284,20.17604882,5G,-92.03752837,-100.5080707,-93.35554956
2092,Bailey Road,-92.78324463,9.671552339,74.5682895,4G,-93.06068379,-102.1527289,-92.75832744
2093,Danapur,-91.78714483,1.186398949,110.1319182,LTE,-90.04669626,-99.76648282,-93.72801312
2094,Anisabad,-87.77427127,5.664173752,92.82858524,4G,-83.33999136,-94.70395971,-87.39993333
2095,Exhibition Road,-91.47030401,5.428669153,54.98111974,4G,-86.57309112,-97.33904833,-91.03913013
2096,Anisabad,-91.21305161,83.49896385,20.33095524,5G,-89.9591845,-98.85469266,-88.85602527
2097,Bankipore,-94.33374832,2.853338817,141.1276508,LTE,-96.71526791,-103.1031538,-93.82005233
2098,Bankipore,-97.28843396,17.60550212,19.13377977,5G,-99.11582759,-103.4226004,-97.38299489
2099,Anandpuri,-92.52395617,9.367082904,50.43926174,4G,-93.1779062,-102.4165609,-92.38380909
2100,Phulwari Sharif,-88.14963791,2.630052748,179.9208042,LTE,-88.69922809,-93.20831196,-89.30182793
2101,Exhibition Road,-90.65465045,2.980128337,110.9515247,LTE,-93.77585811,-98.09669702,-88.44481821
2102,Ashok Rajpath,-93.01001695,1.847034542,147.9478486,LTE,-97.74404363,-100.5692982,-95.44703618
2103,Exhibition Road,-90.89592784,2.810232226,164.693118,LTE,-95.35808995,-97.5260408,-88.97573859
2104,Fraser Road,-82.00365169,1.418214083,114.9509111,LTE,-77.60145674,-87.09757325,-81.71829349
2105,Boring Road,-106.2011411,92.859351,11.66162778,5G,-108.5764325,-114.1232759,-105.3605552
2106,S.K. Puri,-94.56050819,71.8429446,10.89762118,5G,-94.10210329,-103.0670125,-93.01921908
2107,Gandhi Maidan,-95.24993579,9.419897235,99.76214828,4G,-100.2106689,-101.4544417,-97.55792083
2108,Ashok Rajpath,-91.77693585,1.254008663,140.4935094,LTE,-92.49111725,-98.18655116,-93.34936386
2109,S.K. Puri,-91.11845913,4.792425805,66.88487716,4G,-93.02750024,-98.39957372,-93.3184579
2110,Danapur,-94.81943288,38.62845036,32.40440154,5G,-93.59254795,-103.2622425,-94.02277739
2111,Boring Canal Road,-93.21347514,52.09035022,12.15704864,5G,-92.2556183,-102.0396332,-95.15352471
2112,Kumhrar,-86.29320623,3.559687315,57.15132768,4G,-82.20917636,-95.93779997,-88.09996952
2113,Boring Road,-83.68726684,4.814740265,70.67270788,4G,-79.87209886,-90.95223058,-84.67660568
2114,Danapur,-90.28139835,2.234500187,114.3678771,LTE,-90.94280788,-99.91863743,-93.05504302
2115,Anisabad,-96.16844169,2.50961727,113.499242,LTE,-95.36380784,-101.3418681,-96.88663023
2116,Rajendra Nagar,-102.3854102,35.9445712,10.30836904,5G,-99.95895815,-111.6588585,-102.2615411
2117,Danapur,-99.66240288,69.30329889,39.20072552,5G,-98.28945488,-108.224234,-100.6555394
2118,Patliputra Colony,-83.89083655,9.310621021,64.15291168,4G,-79.86913221,-90.58324397,-86.42496221
2119,Kumhrar,-86.91588578,1.289323621,184.4765456,LTE,-83.69362723,-93.07132339,-85.00818628
2120,Rajendra Nagar,-89.17262681,7.017150224,56.66768719,4G,-87.70332417,-97.59231258,-87.09967538
2121,Anandpuri,-93.83132881,7.000339828,82.88602824,4G,-97.14507037,-103.7316611,-91.2445122
2122,Anisabad,-86.80614625,9.553344022,99.11868776,4G,-84.16791193,-92.19966115,-85.06239229
2123,Patliputra Colony,-89.24356671,1.926880881,165.8863831,LTE,-87.28704455,-95.3683136,-90.4012764
2124,Boring Road,-92.61432352,2.615649499,115.8133881,LTE,-88.41099687,-100.9373197,-93.6749479
2125,Rajendra Nagar,-84.8296887,88.62970523,47.90315195,5G,-87.45102405,-94.77891347,-83.39227362
2126,Phulwari Sharif,-86.32445703,3.863490208,52.35562632,4G,-84.34046361,-96.13737342,-84.45392816
2127,Exhibition Road,-90.39889228,94.92616573,28.74725339,5G,-92.3738662,-99.44502772,-93.07386654
2128,Kidwaipuri,-92.10034293,5.436640061,57.43827932,4G,-89.53093025,-100.7680994,-94.35929792
2129,Bankipore,-93.11700102,73.84386348,13.20769468,5G,-97.56825432,-101.0184961,-92.59455463
2130,Boring Canal Road,-91.24771329,2.59289477,187.0766133,LTE,-91.23669629,-98.54711807,-91.49549167
2131,Kumhrar,-92.25417768,2.798291691,118.7281308,LTE,-90.33203869,-98.6981069,-93.85259511
2132,Kidwaipuri,-91.66211528,2.455110471,197.7042237,LTE,-89.61557972,-101.3911233,-93.80476716
2133,Pataliputra,-92.20564349,2.966050097,195.0157122,LTE,-96.53258107,-102.0922018,-92.22323167
2134,Boring Road,-96.51078678,89.18549069,30.45640679,5G,-94.00048731,-105.6512303,-96.17092463
2135,Rajendra Nagar,-91.28430098,1.899828906,194.3901346,LTE,-92.3331151,-100.0894948,-91.61469384
2136,Kankarbagh,-97.60221865,8.35099316,66.88292477,4G,-101.7910922,-105.4329825,-100.6006001
2137,Kumhrar,-97.10053602,71.80452294,46.68110412,5G,-94.53281649,-104.0035638,-99.38828659
2138,Rajendra Nagar,-98.30733576,10.97259799,29.70054528,5G,-102.5927926,-104.6749733,-99.02239211
2139,Pataliputra,-90.56211809,8.053955355,76.25019322,4G,-86.3394204,-95.84457143,-89.20206514
2140,Anisabad,-82.29062187,2.642996322,164.9610301,LTE,-86.1135795,-91.7841578,-84.98802782
2141,Ashok Rajpath,-93.28589988,2.639611092,146.0378391,LTE,-95.64643456,-99.20470504,-93.50081973
2142,Anandpuri,-97.67236554,39.34604165,39.4472486,5G,-95.80880672,-105.1063795,-98.15080276
2143,Gardanibagh,-85.72808204,9.251114343,84.60645234,4G,-85.44283212,-90.9007277,-83.63053634
2144,Gandhi Maidan,-83.3121254,1.613721963,132.3558131,LTE,-84.310095,-88.53545739,-83.68917832
2145,Ashok Rajpath,-99.53352162,84.72117575,25.42030167,5G,-104.5119332,-108.7026787,-96.97045712
2146,Anisabad,-89.06727029,3.37514103,70.8952432,4G,-84.60333023,-94.71760807,-87.37548926
2147,Kumhrar,-86.69640268,5.506752886,83.53365195,4G,-86.16774151,-92.60897874,-84.70257015
2148,Fraser Road,-85.45282512,2.998838153,146.5641717,LTE,-82.34567624,-90.87349566,-88.39505458
2149,Gardanibagh,-101.5961913,18.35447882,30.87230197,5G,-98.58406998,-107.327276,-102.2181164
2150,Boring Road,-88.88380079,1.507161302,108.373446,LTE,-89.17342461,-96.85263438,-91.86856275
2151,Kumhrar,-88.80164427,9.131566338,86.45045365,4G,-84.62916668,-94.71469195,-88.78811968
2152,Fraser Road,-89.45555945,1.111084278,115.1750918,LTE,-93.87782857,-96.77983917,-90.03409674
2153,Kumhrar,-95.6236145,2.718066773,159.6162111,LTE,-98.3001448,-102.8143967,-94.57181893
2154,Phulwari Sharif,-88.47418461,2.932126372,122.0506759,LTE,-92.44044233,-95.37870555,-87.10877445
2155,Rajendra Nagar,-89.14401019,1.63746861,135.7169641,LTE,-87.61864955,-95.58417469,-91.17629698
2156,S.K. Puri,-89.33313071,52.95429286,15.44380928,5G,-85.39049235,-95.67909175,-88.95667799
2157,Kidwaipuri,-92.93389166,8.619613004,52.35174571,4G,-92.53722872,-98.91142728,-91.1494089
2158,Anandpuri,-95.51579891,9.485843424,55.52855254,4G,-93.61310661,-101.0863184,-98.011675
2159,Boring Canal Road,-88.51019019,3.247885583,71.56638791,4G,-83.93013498,-96.71596563,-90.6843422
2160,Bankipore,-98.12699135,2.649406445,198.8816881,LTE,-100.9606358,-103.6800176,-97.85441816
2161,Boring Canal Road,-97.12739065,91.10583628,48.38679635,5G,-97.80059899,-107.1221152,-97.1314437
2162,Bailey Road,-87.43279823,9.496221067,51.18821209,4G,-90.35934989,-93.92263427,-86.92145552
2163,Boring Road,-86.04180052,9.438088681,64.57471981,4G,-82.62282971,-92.33762925,-88.35533727
2164,Patliputra Colony,-92.05217594,1.995001098,181.6853872,LTE,-94.38294773,-101.3405737,-92.59264613
2165,Bailey Road,-91.71391816,1.569456007,101.7497895,LTE,-93.77080875,-98.28645728,-90.15524613
2166,Ashok Rajpath,-92.42208233,7.229232678,57.22414942,4G,-92.99782566,-102.2835767,-90.26237203
2167,Anandpuri,-89.34553608,1.447816007,111.6704296,LTE,-86.19139304,-97.43645214,-89.32865009
2168,Phulwari Sharif,-93.28021761,7.29457123,83.38118311,4G,-98.11806481,-98.5339129,-93.02679576
2169,Pataliputra,-92.34647798,1.145967306,181.2302547,LTE,-92.8457141,-100.3927333,-92.76718014
2170,Rajendra Nagar,-90.87314856,36.78892604,30.3710629,5G,-93.32435585,-100.514741,-91.54367394
2171,Gardanibagh,-89.64842287,55.45241201,31.50383132,5G,-91.74669034,-98.87568269,-87.96677028
2172,Danapur,-85.28385149,2.469188285,194.5403992,LTE,-87.21714095,-94.90663972,-86.78658137
2173,Kidwaipuri,-100.0398083,88.8252648,49.57634629,5G,-96.25423409,-109.8066924,-97.37365573
2174,S.K. Puri,-93.6136193,2.46448221,158.1585708,LTE,-93.97797495,-103.0314208,-96.1246933
2175,S.K. Puri,-99.89360519,89.61824209,19.39093618,5G,-104.5001638,-106.0871737,-99.13659486
2176,Bankipore,-95.39995756,23.19871048,46.76366581,5G,-98.40581584,-105.0701496,-95.97493828
2177,Bankipore,-91.06297758,2.111999513,163.9107982,LTE,-92.30894843,-100.103095,-89.22450135
2178,Anandpuri,-88.55823599,1.129250047,178.0612297,LTE,-86.3776386,-94.04879385,-91.01485602
2179,Danapur,-90.52703391,5.829514,54.91526077,4G,-88.60086749,-95.98939572,-87.64459152
2180,Exhibition Road,-101.6638598,54.19476248,43.44917505,5G,-103.4058435,-107.978706,-99.9527082
2181,Pataliputra,-87.79446639,2.140547653,121.3913878,LTE,-90.74369455,-96.33849885,-86.00518887
2182,Fraser Road,-87.82311179,9.352099151,74.40547356,4G,-88.36032312,-97.11779204,-84.93944195
2183,Pataliputra,-95.29418919,1.356475138,172.2431147,LTE,-90.32099789,-102.2895167,-93.15544403
2184,Gardanibagh,-96.287562,40.1329431,18.13866815,5G,-94.95352305,-104.6191714,-94.41004945
2185,S.K. Puri,-87.86915347,89.29916876,28.52719502,5G,-89.97736615,-96.2749206,-86.68746392
2186,Danapur,-92.9060034,8.587166082,57.80369051,4G,-94.32710075,-100.7273132,-90.65018255
2187,Bankipore,-93.58464422,8.503602055,64.6658732,4G,-95.24002088,-102.7807225,-94.19032981
2188,Fraser Road,-87.72588578,9.774475245,78.67183384,4G,-90.96310448,-94.15781002,-87.17439591
2189,Anisabad,-85.69947755,5.275977244,67.12671423,4G,-86.19247693,-95.07414772,-87.61485635
2190,Boring Canal Road,-87.09476353,4.580473433,84.64640678,4G,-83.56158485,-95.56630699,-87.48151885
2191,Kumhrar,-80.39014245,2.647859236,164.412643,LTE,-76.4548459,-90.35892419,-80.98320374
2192,Rajendra Nagar,-90.58308283,32.47239241,49.04013226,5G,-90.69004516,-95.89651938,-91.01012446
2193,Kidwaipuri,-91.76760738,5.62860348,74.68153705,4G,-92.69247402,-99.32434398,-94.66965619
2194,Rajendra Nagar,-88.17493509,1.106979173,159.4720353,LTE,-91.13910933,-94.82947112,-85.58313667
2195,Kankarbagh,-95.64537814,1.407529614,139.5067395,LTE,-97.91031744,-105.4062902,-95.27506339
2196,Kidwaipuri,-93.18892706,2.432257191,168.0768416,LTE,-88.31620764,-98.57231405,-95.07132674
2197,Bailey Road,-91.71403019,3.236368542,93.45433893,4G,-96.14077676,-101.2904293,-89.78250599
2198,Ashok Rajpath,-87.29464433,5.92954316,50.14927262,4G,-91.88623924,-96.80146422,-85.43634557
2199,S.K. Puri,-95.57120077,1.669539384,197.023269,LTE,-94.16518212,-105.0928073,-92.77349421
2200,Rajendra Nagar,-89.76885231,2.295152837,113.5339351,LTE,-89.31978328,-97.41052117,-90.7489641
2201,Fraser Road,-96.96227209,1.007305851,142.4890873,LTE,-100.0790212,-103.1072225,-95.92192392
2202,Bailey Road,-88.3616427,98.86079681,38.30775578,5G,-90.29583809,-97.42409342,-86.60528561
2203,Boring Road,-84.14606085,7.460524918,84.18905118,4G,-84.40273903,-89.43031081,-84.8981774
2204,Bankipore,-90.9503708,8.006672077,94.79420811,4G,-92.13213826,-95.95192142,-93.11195233
2205,Gardanibagh,-89.76446923,1.292010761,142.7555581,LTE,-88.74370412,-97.91061045,-91.53353219
2206,Pataliputra,-88.30793305,6.623292008,83.63669011,4G,-86.36755541,-97.32197671,-85.48273826
2207,Pataliputra,-95.13670995,4.52509204,88.7598411,4G,-92.52927696,-103.0672396,-94.18503642
2208,Boring Canal Road,-98.07523879,17.075749,26.12591392,5G,-101.8553322,-107.7141417,-99.2546274
2209,Phulwari Sharif,-86.85685319,33.19632455,45.42973571,5G,-82.14224264,-92.2361849,-89.20397332
2210,Kumhrar,-97.65991164,92.02218017,21.82914953,5G,-96.30628145,-106.9751521,-96.64071097
2211,Boring Canal Road,-100.0114565,69.44446438,47.24984711,5G,-101.7801314,-108.351397,-97.93369667
2212,Gandhi Maidan,-99.68640175,1.292872714,178.0770846,LTE,-95.70389275,-105.0346695,-97.95124831
2213,Fraser Road,-89.61608027,44.1543071,20.43571299,5G,-88.1603866,-95.01968802,-91.62020547
2214,Phulwari Sharif,-82.70780181,9.988917091,96.67082155,4G,-84.70930835,-90.72548035,-81.05199899
2215,Exhibition Road,-97.49278698,42.65620539,48.06208943,5G,-96.96730207,-106.5303266,-97.65942685
2216,Gardanibagh,-87.97752995,28.60615434,15.4227711,5G,-84.18173392,-93.66311323,-89.51567376
2217,Gandhi Maidan,-97.60666084,44.28650853,31.52247137,5G,-98.08969122,-106.3072019,-94.62303534
2218,Rajendra Nagar,-91.32634376,1.747661836,134.5377533,LTE,-89.39410727,-99.59874012,-92.38321996
